TAG	RAZSOC	ENDERECO	COMPL	LOCALIDADE	UF	Full Address	Latitude	Longitude	CEP	U_DESCNAE
00000172000165	SUFLA SUPERVISAO DE SERVICOS GERAIS E PROFISSIONAIS DE ENGENHARIA LTDA.	MARECHAL DEODORO	1226	SAO BERNARDO DO CAMPO	SP	MARECHAL DEODORO 1226 SAO BERNARDO DO CAMPO SP 	-23708993	-465510783	09710002	"SERVIÇOS DE ARQUITETURA E ENGENHARIA
00000179000187	PROJETO DE ANIMACAO AS CEBS E MOVIMENTOS POPULARES	COSME DOS SANTOS	48	SAO PAULO	SP	COSME DOS SANTOS 48 SAO PAULO SP 	-234801536	-464126175	05202020	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00000190000147	LOJA MACONICA IGUALDADE E UNIAO DO BRASIL	ACREUNA	77	ACREUNA	GO	ACREUNA 77 ACREUNA GO 	-173992951	-503761738	75960000	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00000208000100	BRB BANCO DE BRASILIA SA	SBS QD. 01 BLOCO E ED. BRASILIA	S/N	BRASILIA	DF	SBS QD. 01 BLOCO E ED. BRASILIA S/N BRASILIA DF 	-158002229	-478830486	70072900	ATIVIDADES DE SERVIÇOS FINANCEIROS
00000292000162	WIT CONSULTORIA E COMUNICACAO LTDA	BARAO DE LIMEIRA	1452	SAO PAULO	SP	BARAO DE LIMEIRA 1452 SAO PAULO SP 	-235295095	-46651077	01202002	"ATIVIDADES CINEMATOGRÁFICAS, PRODUÇÃO DE VÍDEOS E DE PROGRAMAS DE TELEVISÃO
00000326000119	FAGER - SERVICOS, COMERCIO E INDUSTRIA DE GRUPO-MOTO-GERADORES E EQUIPAMENTOS ELETRO-MECANICOS LTDA	MANOEL DA SILVA PORTO	63	SAO PAULO	SP	MANOEL DA SILVA PORTO 63 SAO PAULO SP 	-23492209	-46709082	02930070	FABRICAÇÃO DE MÁQUINAS, APARELHOS E MATERIAIS ELÉTRICOS
00000330000187	HZL COMERCIO IMPORTACAO E EXPORTACAO LTDA	JOAO ZACHARIAS	222	GUARULHOS	SP	JOAO ZACHARIAS 222 GUARULHOS SP 	-234646568	-465193786	07111150	COMÉRCIO VAREJISTA
00000333000110	MAGNA PROPAG LTDA	CARAPUTINGA	222	SAO PAULO	SP	CARAPUTINGA 222 SAO PAULO SP 	-234955143	-467031274	02928000	SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS
00000341000167	C.C ENGENHARIA CONSULTIVA E PROJETOS DE AR CONDICIONADO LTDA	MANUEL PEREIRA CASSIANO NETO	184	SAO PAULO	SP	MANUEL PEREIRA CASSIANO NETO 184 SAO PAULO SP 	-234925608	-467528532	05159650	SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
00000351000100	CONGREGACAO HUMILDES SERVOS DA RAINHA DO AMOR	CARLOS DE NOBREGA TEIXEIRA	220	RIO GRANDE DA SERRA	SP	CARLOS DE NOBREGA TEIXEIRA 220 RIO GRANDE DA SERRA SP 	-237706111	-464056124	09450000	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00000355000180	APRENDENDO A VIVER E CRESCER	PORTUARIA	65	SAO PAULO	SP	PORTUARIA 65 SAO PAULO SP 	-234589565	-467175582	02981020	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00000369000102	JOYCE ROYSEN ADVOGADOS ASSOCIADOS	IGUATEMI	448	SAO PAULO	SP	IGUATEMI 448 SAO PAULO SP 	-235827007	-466831293	01451010	ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA
00000395000122	OSAKA DESENTUPIDORA E DEDETIZADORA EIRELI	MANOEL SOARES SEBASTIAO	172	SAO PAULO	SP	MANOEL SOARES SEBASTIAO 172 SAO PAULO SP 	-236869246	-4.67007E+15	04775160	SERVIÇOS PARA EDIFÍCIOS E ATIVIDADES PAISAGÍSTICAS
00000410000132	BIOAGRI ANALISES DE ALIMENTOS LTDA	VIGARIO TAQUES BITTENCOURT	63	SAO PAULO	SP	VIGARIO TAQUES BITTENCOURT 63 SAO PAULO SP 	-236458458	-467139525	04755060	"SERVIÇOS DE ARQUITETURA E ENGENHARIA
00000424000156	DEBRITO PROPAGANDA LTDA	FIDENCIO RAMOS	223	SAO PAULO	SP	FIDENCIO RAMOS 223 SAO PAULO SP 	-235950613	-466857268	04551010	PUBLICIDADE E PESQUISA DE MERCADO
00000455000107	OTICA 512 LTDA	SHCS/CR QUADRA 512 BLOCO A LOJA	65	BRASILIA	DF	SHCS/CR QUADRA 512 BLOCO A LOJA 65 BRASILIA DF 	-158891354	-478140371	70361515	COMÉRCIO VAREJISTA
00000463000153	CASA DOS PARAFUSOS LTDA	SIA TRECHO 3	500	BRASILIA	DF	SIA TRECHO 3 500 BRASILIA DF 	-158024371	-479565451	71200030	COMÉRCIO VAREJISTA
00000502000112	EPS - ESTRUTURA E ACABAMENTOS EM GERAL LTDA	EMBAIXADOR SOUSA DANTAS	37	SAO PAULO	SP	EMBAIXADOR SOUSA DANTAS 37 SAO PAULO SP 	-236140117	-466443546	04060040	SERVIÇOS ESPECIALIZADOS PARA CONSTRUÇÃO
00000513000100	CARTORIO 1 OFICIO E REGISTRO GERAL DE IMOVEIS	DAS FLORES	626	MAIRIPOTABA	GO	DAS FLORES 626 MAIRIPOTABA GO 	-17296918	-4.94966E+15	75630000	ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL
00000537000151	VERTIZA IMOVEIS - NEGOCIOS IMOBILIARIOS EIRELI	DOUTOR CARDOSO DE MELO	247	SAO PAULO	SP	DOUTOR CARDOSO DE MELO 247 SAO PAULO SP 	-236022962	-466768152	04548001	ATIVIDADES IMOBILIÁRIAS
00000541000110	INSTITUTO CASSIA MARIA LTDA	LUIGI CARUSO	262	SAO PAULO	SP	LUIGI CARUSO 262 SAO PAULO SP 	-238192062	-467040038	04884080	ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA INTEGRADAS COM ASSISTÊNCIA SOCIAL, PRESTADAS EM RESIDÊNCIAS COLETIVAS E PARTICULARES
00000562000135	CARTORIO SEGUNDO OFICIO DE NOTAS E ANEXOS	DOM PEDRO II	491	PIRACANJUBA	GO	DOM PEDRO II 491 PIRACANJUBA GO 	-173043789	-4.90197E+15	75640000	ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA
00000579000192	NOABC NUCLEO DE OTORRINOLARINGOLOGIA E ANESTESIOLOGIA DO ABC S/S LTDA	OMAR DAIBERT	01	SAO BERNARDO DO CAMPO	SP	OMAR DAIBERT 01 SAO BERNARDO DO CAMPO SP 	-237480801	-465490439	09820680	ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
00000611000130	PC DEBUG DESENVOLVIMENTO DE SOFTWARE LTDA	RODRIGUES PAES	118	SAO PAULO	SP	RODRIGUES PAES 118 SAO PAULO SP 	-236327022	-467042563	04717020	ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO
00000612000184	LAR DOS IDOSOS ASTROGILDO RIBEIRO	DR AMYM JOSE DAHER	137	PIRACANJUBA	GO	DR AMYM JOSE DAHER 137 PIRACANJUBA GO 	-17294514	-490283114	75640000	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00000618000151	HOSPITAL DA REABILITACAO DO ABC LTDA.	DOS VIANAS	935	SAO BERNARDO DO CAMPO	SP	DOS VIANAS 935 SAO BERNARDO DO CAMPO SP 	-236997972	-465435336	09760000	ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
00000633000108	INSTITUTO QUALIDADE NO ENSINO	GUARARAPES	1909	SAO PAULO	SP	GUARARAPES 1909 SAO PAULO SP 	-236030172	-4669353	04561004	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00000699000190	COMUNIDADE ECUMENICA DE SAO PAULO	DAS CEREJEIRAS	300	SAO PAULO	SP	DAS CEREJEIRAS 300 SAO PAULO SP 	-237268325	-467780954	04966000	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00000705000109	DA ROCHA CONSULTORES S/C LTDA	PAULISTA	2001	SAO PAULO	SP	PAULISTA 2001 SAO PAULO SP 	-235596377	-466595543	01311300	ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA
00000712000100	CLINICA AUN S/S	LORENA	427	SAO PAULO	SP	LORENA 427 SAO PAULO SP 	-235711204	-466586802	01424000	ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
00000714000108	SINDICATO DOS EMPREGADOS EM ENTIDADES SINDICAIS DO COMERCIO DO ESTADO DE SAO PAULO	SENADOR QUEIROS	605	SAO PAULO	SP	SENADOR QUEIROS 605 SAO PAULO SP 	-235395568	-466300957	01026001	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00000724000135	RHS SERVICOS DE DIVULGACAO LTDA	DR. HOMEM DE MELLO	324	SAO PAULO	SP	DR. HOMEM DE MELLO 324 SAO PAULO SP 	-235372229	-466679589	05007001	SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS
00000763000132	DEPROENG CONSTRUCOES LTDA	LEON BERRY	03	SAO PAULO	SP	LEON BERRY 03 SAO PAULO SP 	-235753109	-466583749	01402030	CONSTRUÇÃO DE EDIFÍCIOS
00000776000101	ITAU ADMINISTRADORA DE CONSORCIOS LTDA	ANTONIO MASSA	361	POA	SP	ANTONIO MASSA 361 POA SP 	-235187032	-463414651	08550350	ATIVIDADES DE SERVIÇOS FINANCEIROS
00000802000100	HC PNEUS S/A	SIA TRECHO	01	BRASILIA	DF	SIA TRECHO 01 BRASILIA DF 	-158053327	-479493894	71200010	COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00000807000124	COMERSUL IMPORTACAO E EXPORTACAO LTDA	PADRE VENANCIO DE RESENDE	131	SAO PAULO	SP	PADRE VENANCIO DE RESENDE 131 SAO PAULO SP 	-235002934	-466638859	02552020	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00000813000181	CASA DE CARNES VIVA NOITE LTDA	DO PONEY CLUB	1277	SAO BERNARDO DO CAMPO	SP	DO PONEY CLUB 1277 SAO BERNARDO DO CAMPO SP 	-23750851	-4.65991E+15	09853005	COMÉRCIO VAREJISTA
00000877000182	IGREJA CRISTA EVANGELICA DE ANICUNS	BRASILIA	35	ANICUNS	GO	BRASILIA 35 ANICUNS GO 	-164613315	-499588111	76170000	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00000885000129	BRASAL-BRASILIA SERVICOS AUTOMOTORES S/A	SIA TRECHO 1	S/N	BRASILIA	DF	SIA TRECHO 1 S/N BRASILIA DF 	-158053327	-479493894	71200011	COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00000893000175	ASSOCIACAO DE BANCOS - ASBAN	83	407	GOIANIA	GO	83 407 GOIANIA GO 	-166832968	-492510367	74083020	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00000917000196	CBS COMERCIO BRASILEIRO DE SUCATAS LTDA	RAIMUNDO PEREIRA DE MAGALHAES	2808	SAO PAULO	SP	RAIMUNDO PEREIRA DE MAGALHAES 2808 SAO PAULO SP 	-234997245	-467246369	05145000	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00000927000121	CARTORIO DE REGISTRO DE IMOVEIS, REGISTRO DE TITULOS E DOCUMENTOS, CIVIL DAS PESSOAS JURIDICAS E CIV	17	QD	ALEXANIA	GO	17 QD ALEXANIA GO 	-160883667	-4.85068E+15	72930000	ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA
00000983000166	ENCAIXE COMERCIO E INDUSTRIA DE ARTEFATOS DE COURO PAPEL E PAPELARIA LTDA	MARCOLINA MOREIRA	135	GUARULHOS	SP	MARCOLINA MOREIRA 135 GUARULHOS SP 	-234733416	-465356451	07021010	FABRICAÇÃO DE CELULOSE, PAPEL E PRODUTOS DE PAPEL
00001050000193	PRECISAO ELETRODIESEL EIRELI	RICARDO MELOTTO	633	PIRACICABA	SP	RICARDO MELOTTO 633 PIRACICABA SP 	-226787649	-476872865	13411068	COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00001082000199	ETTORE TECNOLOGIA EM DRYWALL E DECORACOES EIRELI	PRESIDENTE BATISTA PEREIRA	111	SAO PAULO	SP	PRESIDENTE BATISTA PEREIRA 111 SAO PAULO SP 	-235679088	-466071709	03107050	COMÉRCIO VAREJISTA
00001164000133	D.A. LOGISTICA S.A.	SCIA QUADRA 8 CONJUNTO 16	15	BRASILIA	DF	SCIA QUADRA 8 CONJUNTO 16 15 BRASILIA DF 	-157842026	-479839357	71250750	CORREIO E OUTRAS ATIVIDADES DE ENTREGA
00001172000180	SA CORREIO BRAZILIENSE	SIG QUADRA 02	340	BRASILIA	DF	SIG QUADRA 02 340 BRASILIA DF 	-158689639	-479735909	70610901	EDIÇÃO E EDIÇÃO INTEGRADA À IMPRESSÃO
00001180000126	CENTRAIS ELETRICAS BRASILEIRAS SA	SCN QUADRA 6 BLOCOS A, B E C	QUAD 6	BRASILIA	DF	SCN QUADRA 6 BLOCOS A, B E C QUAD 6 BRASILIA DF 	-157866473	-478905467	70716900	ATIVIDADES DE SERVIÇOS FINANCEIROS
00001181000170	J.G.L. VALINHOS COMERCIO E REPRESENTACAO LTDA	GIRASSOL	399	VINHEDO	SP	GIRASSOL 399 VINHEDO SP 	-230562604	-469699513	13280000	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00001203000100	COSINOX CENTRO DE SERVICOS DE ACOS LTDA	DOM GABRIEL PAULINO BUENO COUTO	S/N	CABREUVA	SP	DOM GABRIEL PAULINO BUENO COUTO S/N CABREUVA SP 	-232517737	-470879358	13318000	METALURGIA
00001216000171	MARGARETE TAVARES DE MELO	GENERAL ATALIBA LEONEL	3083	SAO PAULO	SP	GENERAL ATALIBA LEONEL 3083 SAO PAULO SP 	-234890446	-466080482	02242001	COMÉRCIO VAREJISTA
00001286000120	INDUSTRIA MECANICA GHENTON LTDA	MARIA SOLDEIRA LOURENCON	555	ITUPEVA	SP	MARIA SOLDEIRA LOURENCON 555 ITUPEVA SP 	-23159451	-470492176	13295000	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS
00001297000100	CASA DE APOIO E ASSISTENCIA SOCIAL SANTA LUZIA	PRIMEIRO DE MAIO	144	ANAPOLIS	GO	PRIMEIRO DE MAIO 144 ANAPOLIS GO 	-163254558	-489521233	75020050	ATIVIDADES DE ATENÇÃO À SAÚDE HUMANA
00001368000174	ALTANA CONSULTORIA FINANCEIRA E PARTICIPACOES LTDA	GOMES DE CARVALHO	1356	SAO PAULO	SP	GOMES DE CARVALHO 1356 SAO PAULO SP 	-235964593	-46686042	04547005	ATIVIDADES DE SEDES DE EMPRESAS E DE CONSULTORIA EM GESTÃO EMPRESARIAL
00001370000143	LOJA MACONICA COLUNAS DA JUSTICA NUMERO 2054	QUITO	333	ARAGUAINA	TO	QUITO 333 ARAGUAINA TO 	-1806532	-784678382	77817500	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00001388000145	DISTRIBUIDORA BRASILIA DE VEICULOS S/A	SEPN QUADRA 503 CONJUNTO A BLOCO B - MEZANINO	S/N	BRASILIA	DF	SEPN QUADRA 503 CONJUNTO A BLOCO B - MEZANINO S/N BRASILIA DF 	-15753456	-478941562	70730500	COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00001389000190	PURA POLPA INDUSTRIA E COMERCIO DE POLPAS E FRUTAS LTDA	PURA POLPA	S/N	GUARACAI	SP	PURA POLPA S/N GUARACAI SP 	-210259348	-511995801	16980000	FABRICAÇÃO DE PRODUTOS ALIMENTÍCIOS
00001392000103	COVOLAN BENEFICIAMENTOS TEXTEIS LTDA	RAFAEL CERVONE	316	SANTA BARBARA D:OESTE	SP	RAFAEL CERVONE 316 SANTA BARBARA D:OESTE SP 	-227625539	-473888865	13456112	FABRICAÇÃO DE PRODUTOS TÊXTEIS
00001447000185	SEOUL EXPO CONFECCOES EIRELI	CORONEL ALBINO BAIRAO	124	SAO PAULO	SP	CORONEL ALBINO BAIRAO 124 SAO PAULO SP 	-235426283	-466041722	03054020	CONFECÇÃO DE ARTIGOS DO VESTUÁRIO E ACESSÓRIOS
00001468000109	J. A. RODRIGUES SOBRINHO MERCEARIA	MUNICIPAL DOM JOSE ANTONIO COUTO	5500	SAO JOSE DOS CAMPOS	SP	MUNICIPAL DOM JOSE ANTONIO COUTO 5500 SAO JOSE DOS CAMPOS SP 	-232162314	-4.5801E+15	12226551	COMÉRCIO VAREJISTA
00001499000151	COPYBEM COPIADORA LTDA	HELOIZA HIDEKO KOBA	97	ITAPEVI	SP	HELOIZA HIDEKO KOBA 97 ITAPEVI SP 	-235405008	-469391498	06694180	SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS
00001537000176	CODIPE COMERCIAL DE PECAS E VEICULOS LTDA	SGCV SUL LOTE	18	BRASILIA	DF	SGCV SUL LOTE 18 BRASILIA DF 	-15827032	-47952899	71215100	COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00001544000178	CENTRAL MOTO PECAS ITU LTDA	DOS ANDRADAS	169	ITU	SP	DOS ANDRADAS 169 ITU SP 	-232624548	-473020516	13300170	COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00001556000100	ROSELVANDES DA CUNHA	ANTONIO ANACLETO CHAVES	4-08	BAURU	SP	ANTONIO ANACLETO CHAVES 4-08 BAURU SP 	-223238495	-490449554	17030673	COMÉRCIO VAREJISTA
00001561000105	RESTAURANTE MANILA LTDA	DOUTOR JOSE PAGANO BRUNDO	238	VALINHOS	SP	DOUTOR JOSE PAGANO BRUNDO 238 VALINHOS SP 	-229910072	-4.70015E+15	13277210	ALIMENTAÇÃO
00001564000149	CIPOLATTI + CIPOLATTI EXPORTACAO E IMPORTACAO LTDA	VENCESLAU BRAS	16	SAO PAULO	SP	VENCESLAU BRAS 16 SAO PAULO SP 	-235497355	-4.6633E+15	01016000	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00001596000144	OLITRACTOR COMERCIO DE PECAS LTDA	PARACAMBI	195	SAO PAULO	SP	PARACAMBI 195 SAO PAULO SP 	-235539133	-465760614	03333020	COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00001605000105	MORRO AGUDO MATERIAIS DE CONSTRUCAO LTDA	MARIANA DE ALMEIDA CASTRO	187	MORRO AGUDO	SP	MARIANA DE ALMEIDA CASTRO 187 MORRO AGUDO SP 	-207255934	-480487717	14640000	COMÉRCIO VAREJISTA
00001636000158	MUNICIPIO DE WANDERLANDIA	ANTONIO NETO DAS FLORES	814	WANDERLANDIA	TO	ANTONIO NETO DAS FLORES 814 WANDERLANDIA TO 	-68395511	-479694667	77860000	ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL
00001719000147	CENTRO DE VALORIZACAO DA MULHER	SNF 2	S/N	GOIANIA	GO	SNF 2 S/N GOIANIA GO 	-166561539	-492606349	74063450	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00001727000193	GOIANIA CAMARA MUNICIPAL DE GOIANIA	GOIAS 2001	2001	GOIANIA	GO	GOIAS 2001 2001 GOIANIA GO 	-166642932	-492631595	74063900	ADMINISTRAÇÃO PÚBLICA, DEFESA E SEGURIDADE SOCIAL
00001834000111	LUDIPLAS CONSTRUCOES INCORPORACOES E ADMINISTRACAO DE IMOVEIS LTDA	SCS QUADRA 05 BLOCO B	74	BRASILIA	DF	SCS QUADRA 05 BLOCO B 74 BRASILIA DF 	-157962259	-478928694	70300908	CONSTRUÇÃO DE EDIFÍCIOS
00001839000144	GARCIA E MENDES REFRIGERACAO EIRELI	ACRE	987	RIBEIRAO PRETO	SP	ACRE 987 RIBEIRAO PRETO SP 	-211527287	-478196804	14055660	FABRICAÇÃO DE MÁQUINAS E EQUIPAMENTOS
00001904000131	ISOTREF TUBOS E ACOS LTDA	DE BONSUCESSO	1500	ITAQUAQUECETUBA	SP	DE BONSUCESSO 1500 ITAQUAQUECETUBA SP 	-234624203	-463573944	08579000	METALURGIA
00001909000164	CENTRO ESPIRITA NUCLEO EDUCACIONAL EURIPEDES BARSANULFO - CENEEB	ARAGUARI	SN	CORUMBAIBA	GO	ARAGUARI SN CORUMBAIBA GO 	-181479194	-485655274	75680000	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00001920000124	STAR GESSO COMERCIO DE ARTEFATOS LTDA	FLAVIO UCHOA	1210	RIBEIRAO PRETO	SP	FLAVIO UCHOA 1210 RIBEIRAO PRETO SP 	-211593102	-477982277	14085600	COMÉRCIO VAREJISTA
00001925000157	LIONS CLUBE DE CATALAO	ALMERY DE PAIVA	478	CATALAO	GO	ALMERY DE PAIVA 478 CATALAO GO 	-18161526	-479532235	75702390	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00002006000106	TABELIONATO DE NOTAS, TABELIONATO E OFICIALATO DE REGISTRO DE CONTRATOS MARITIMOS DE CERES	RODOLFO MARTINS	75B	CERES	GO	RODOLFO MARTINS 75B CERES GO 	-15306542	-49594686	76300000	ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA
00002014000144	CARTORIO DO SEGUNDO OFICIO DE NOTAS	17	193	CERES	GO	17 193 CERES GO 	375952443	-1209566637	76300000	ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA
00002016000133	JR MOVEIS E INSTALACOES LTDA	BRASIL	1909	RIBEIRAO PRETO	SP	BRASIL 1909 RIBEIRAO PRETO SP 	-21135993	-4.77846E+15	14075040	COMÉRCIO VAREJISTA
00002030000137	REGISTRO DE IMOVEIS, TITULOS, DOCUMENTOS E PROTESTOS DA COMARCA E CIDADE DE CERES	RODOLFO MARTINS	75B	CERES	GO	RODOLFO MARTINS 75B CERES GO 	-15306542	-49594686	76300000	ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA
00002033000170	OXFORD - ASSESSORIA EM EVENTOS LTDA	MARECHAL DEODORO	2456	RIBEIRAO PRETO	SP	MARECHAL DEODORO 2456 RIBEIRAO PRETO SP 	-21195646	-47816164	14025210	SERVIÇOS DE ESCRITÓRIO, DE APOIO ADMINISTRATIVO E OUTROS SERVIÇOS PRESTADOS ÀS EMPRESAS
00002089000125	CARTORIO DO 1 OFICIO E REGISTRO DE IMOVEIS	SANTA EFIGENIA	315	RIANAPOLIS	GO	SANTA EFIGENIA 315 RIANAPOLIS GO 	-154476735	-4.95087E+15	76315000	ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA
00002121000172	MERCANTIL MOREIRA CONSTRUCOES E TELECOMUNICACOES LTDA	QI 25 LOTE	16	BRASILIA	DF	QI 25 LOTE 16 BRASILIA DF 	-15810851	-48076752	72135250	"SERVIÇOS DE ARQUITETURA E ENGENHARIA
00002162000169	IGREJA BATISTA INDEPENDENTE NO VALPARAIZO	4 CHACARA 52/53	52/53	VALPARAISO DE GOIAS	GO	4 CHACARA 52/53 52/53 VALPARAISO DE GOIAS GO 	-160646675	-48017165	72879330	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00002236000167	ANA PAULA DE SOUZA FERREIRA	CHILE	508	RIBEIRAO PRETO	SP	CHILE 508 RIBEIRAO PRETO SP 	-212063656	-477986869	14020610	COMÉRCIO VAREJISTA
00002253000102	LUZIANIA CARTORIO DO REGISTRO CIVIL	OPHIR JOSE BRAZ	SN	LUZIANIA	GO	OPHIR JOSE BRAZ SN LUZIANIA GO 	-162574231	-4.79537E+15	72800150	ATIVIDADES JURÍDICAS, DE CONTABILIDADE E DE AUDITORIA
00002263000130	BIOCLORO INDUSTRIA E COMERCIO LTDA	SAO SEBASTIAO	S/NR.	MORUNGABA	SP	SAO SEBASTIAO S/NR. MORUNGABA SP 	-238063468	-454016534	13260000	FABRICAÇÃO DE PRODUTOS QUÍMICOS
00002303000143	PRIMEIRA IGREJA BATISTA VALPARAIZO	19 QUADRA 60 LOTES 18/20	S/N	VALPARAISO DE GOIAS	GO	19 QUADRA 60 LOTES 18/20 S/N VALPARAISO DE GOIAS GO 	-160663414	-479845465	72870219	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00002313000189	TRANSPORTES LAURO VERONEZI EIRELI	TERCEIRO-SARGENTO-AERONAUTICA AQUINO ARAUJO	227	GUARULHOS	SP	TERCEIRO-SARGENTO-AERONAUTICA AQUINO ARAUJO 227 GUARULHOS SP 	-23451757	-46535744	07096150	TRANSPORTE TERRESTRE
00002329000191	FERRAGENS PINHEIRO LTDA	QI 11 LOTES 02 A 26 PARES	S/N	BRASILIA	DF	QI 11 LOTES 02 A 26 PARES S/N BRASILIA DF 	-158056544	-479524367	72135110	COMÉRCIO VAREJISTA
00002348000118	LESELL COMERCIAL IMPORTADORA, EXPORTADORA E REPRESENTACAO LTDA	CESAR DE MENESES	50	SANTO ANDRE	SP	CESAR DE MENESES 50 SANTO ANDRE SP 	-236670519	-465048342	09111060	COMÉRCIO POR ATACADO, EXCETO VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00002356000164	WILLEON LOCACAO DE EQUIPAMENTOS LTDA	MARSELHA	391	SAO PAULO	SP	MARSELHA 391 SAO PAULO SP 	-23542554	-46744844	05332000	ALUGUÉIS NÃO-IMOBILIÁRIOS E GESTÃO DE ATIVOS INTANGÍVEIS NÃO-FINANCEIROS
00002422000104	CELSO ANTONIO FRANCHI	NELSON PEREIRA LOPES	224	PORTO FERREIRA	SP	NELSON PEREIRA LOPES 224 PORTO FERREIRA SP 	-218584851	-474816407	13660000	COMÉRCIO E REPARAÇÃO DE VEÍCULOS AUTOMOTORES E MOTOCICLETAS
00002431000197	SANDRA FUNISCELLO LOCACAO	JOAO VIEIRA FILHO	26	SAO PAULO	SP	JOAO VIEIRA FILHO 26 SAO PAULO SP 	-235907108	-4.67703E+15	05547080	TRANSPORTE TERRESTRE
00002444000166	SINDICATO REGIONAL DOS TRABALHADORES E TRABALHADORAS RURAIS DE DIANOPOLIS-TO	DIANA WOLNEY QUADRA 47-B LOTE	01	DIANOPOLIS	TO	DIANA WOLNEY QUADRA 47-B LOTE 01 DIANOPOLIS TO 	-116260113	-468201549	77300000	ATIVIDADES DE ORGANIZAÇÕES ASSOCIATIVAS
00002495000198	FOCO DESIGN E SOFTWARE PARA SERVICOS LTDA	AMARO CAVALHEIRO	347	SAO PAULO	SP	AMARO CAVALHEIRO 347 SAO PAULO SP 	-235686566	-4.66985E+15	05425011	ATIVIDADES DOS SERVIÇOS DE TECNOLOGIA DA INFORMAÇÃO
00002651000110	A C TOLEDO JUNIOR - EIRELI	WILLY CONRADO BOHLEN (BARRANCO)	170	TAUBATE	SP	WILLY CONRADO BOHLEN (BARRANCO) 170 TAUBATE SP 	-230137884	-4.55916E+15	12051381	COMÉRCIO VAREJISTA
